rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
167	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	666399	5	5	4	0	0	1	2	1	1	0	0.0415	0.193	0.00332	0.888	0.00853	0.00317	0.355
168	CPEB3	cytoplasmic polyadenylation element binding protein 3	721267	8	8	8	1	3	2	2	1	0	0	0.000361	0.153	0.918	0.664	1.000	0.00322	0.358
169	PRKG1	protein kinase, cGMP-dependent, type I	888016	6	6	6	1	1	2	2	1	0	0	0.0179	0.292	0.142	0.0143	0.0203	0.00324	0.358
170	SLC26A7	solute carrier family 26, member 7	775950	6	6	6	1	0	1	0	2	3	0	0.0208	0.679	0.130	0.00669	0.0175	0.00325	0.358
171	COL5A1	collagen, type V, alpha 1	2065084	14	14	14	1	2	1	4	2	5	0	0.00192	0.0401	0.697	0.0447	0.194	0.00331	0.362
172	SCAPER	S phase cyclin A-associated protein in the ER	1594932	8	8	8	0	1	1	2	3	1	0	0.0554	0.140	0.156	0.00285	0.00677	0.00333	0.363
173	ARHGAP22	Rho GTPase activating protein 22	738524	8	8	8	0	2	1	2	2	1	0	0.00266	0.0696	0.411	0.0459	0.148	0.00348	0.375
174	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)	1573843	15	12	13	2	3	4	1	7	0	0	0.0124	0.234	0.0180	0.833	0.0318	0.00348	0.375
175	PYGO2	pygopus homolog 2 (Drosophila)	408804	5	5	5	0	0	0	2	2	1	0	0.00575	0.297	0.0339	0.604	0.0706	0.00358	0.383
176	PCDHA5	protocadherin alpha 5	1063613	6	6	6	0	3	1	0	1	1	0	0.0343	0.0751	0.00834	0.368	0.0120	0.00362	0.384
177	OR6F1	olfactory receptor, family 6, subfamily F, member 1	321652	5	5	5	1	0	2	1	1	1	0	0.00208	0.464	0.763	0.0622	0.199	0.00364	0.384
178	OR4A15	olfactory receptor, family 4, subfamily A, member 15	384103	6	5	6	1	0	1	1	2	2	0	0.00483	0.524	0.162	0.0511	0.0861	0.00365	0.384
179	PTGER3	prostaglandin E receptor 3 (subtype EP3)	528266	7	7	7	0	1	0	1	4	1	0	0.00123	0.0872	0.268	0.141	0.340	0.00367	0.384
180	SORCS3	sortilin-related VPS10 domain containing receptor 3	1227271	12	12	12	1	2	2	1	6	1	0	0.000530	0.194	0.468	0.980	0.798	0.00371	0.384
181	KCNK16	potassium channel, subfamily K, member 16	477711	4	4	3	0	0	0	1	1	2	0	0.0182	0.472	0.0218	0.0480	0.0232	0.00371	0.384
182	CEP164	centrosomal protein 164kDa	1653368	8	8	5	1	0	4	0	3	1	0	0.0989	0.422	0.0239	0.0336	0.00433	0.00375	0.385
183	OR8I2	olfactory receptor, family 8, subfamily I, member 2	340727	5	5	5	1	0	3	1	1	0	0	0.00331	0.476	0.456	0.0508	0.131	0.00378	0.387
184	CCR3	chemokine (C-C motif) receptor 3	397524	3	3	3	0	1	0	0	2	0	0	0.0971	0.441	0.000413	0.872	0.00460	0.00389	0.396
185	CC2D1A	coiled-coil and C2 domain containing 1A	1063643	9	9	9	1	1	0	2	3	2	1	0.0190	0.257	0.00911	0.556	0.0237	0.00393	0.398
186	GALNTL6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6	685777	6	6	6	1	0	3	1	1	1	0	0.0186	0.409	0.0180	0.287	0.0247	0.00400	0.400
187	HIBCH	3-hydroxyisobutyryl-Coenzyme A hydrolase	449871	6	6	5	0	0	2	0	3	1	0	0.00226	0.216	0.113	0.683	0.204	0.00400	0.400
188	LCE5A	late cornified envelope 5A	131936	3	3	3	0	0	1	1	1	0	0	0.00128	0.366	0.209	0.371	0.370	0.00411	0.409
189	ARIH2	ariadne homolog 2 (Drosophila)	568151	3	3	3	0	0	1	0	2	0	0	0.211	0.561	0.00154	0.123	0.00228	0.00415	0.411
190	KIAA1522	KIAA1522	1060648	4	4	4	1	0	1	0	3	0	0	0.305	0.572	0.00142	0.0599	0.00159	0.00418	0.412
191	SPRR4	small proline-rich protein 4	90753	2	2	2	0	0	0	0	1	1	0	0.0267	0.545	0.191	0.0114	0.0184	0.00425	0.416
192	CNPY2	canopy 2 homolog (zebrafish)	210768	3	3	2	0	0	0	1	0	2	0	0.0131	0.312	0.0103	0.379	0.0387	0.00435	0.423
193	CPB1	carboxypeptidase B1 (tissue)	482365	5	5	4	0	0	0	2	3	0	0	0.0161	0.243	0.0128	0.135	0.0316	0.00436	0.423
194	CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4	279688	3	3	3	0	1	0	0	2	0	0	0.0297	0.390	0.0953	0.0345	0.0173	0.00440	0.424
195	KRTAP3-3	keratin associated protein 3-3	111836	3	3	2	0	0	0	0	0	3	0	0.00152	0.534	0.192	0.774	0.344	0.00448	0.428
196	CDK9	cyclin-dependent kinase 9	417791	4	4	3	0	0	2	0	2	0	0	0.0295	0.509	0.122	0.0176	0.0178	0.00448	0.428
197	PRDM14	PR domain containing 14	638850	3	3	3	2	0	1	0	2	0	0	0.753	0.882	0.00173	0.00288	0.000704	0.00453	0.430
198	PHF12	PHD finger protein 12	1146650	3	3	2	0	0	1	0	2	0	0	0.715	0.486	0.00273	0.00986	0.000745	0.00455	0.430
199	NUDCD3	NudC domain containing 3	392127	2	2	2	0	0	0	0	1	1	0	0.316	0.843	0.0853	0.000980	0.00172	0.00463	0.433
200	ATRNL1	attractin-like 1	1540595	9	9	9	3	0	3	2	2	2	0	0.531	0.555	0.000464	0.993	0.00103	0.00464	0.433
201	SYT12	synaptotagmin XII	468221	3	1	3	1	0	0	0	1	2	0	0.575	0.933	0.000132	0.512	0.000952	0.00466	0.433
202	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase, type II, beta	459093	3	3	3	1	0	0	1	1	1	0	0.115	0.553	0.00366	0.284	0.00481	0.00469	0.435
203	TLL1	tolloid-like 1	1150835	8	8	8	2	1	2	0	4	1	0	0.0514	0.611	0.00585	0.719	0.0108	0.00473	0.435
204	OR2T11	olfactory receptor, family 2, subfamily T, member 11	342510	5	5	5	0	0	2	0	2	1	0	0.00313	0.373	0.134	0.274	0.179	0.00474	0.435
205	CLEC1B	C-type lectin domain family 1, member B	261847	5	5	5	0	0	1	0	3	1	0	0.00147	0.390	0.229	0.674	0.383	0.00478	0.436
206	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1454596	14	12	12	1	0	6	1	5	2	0	0.00118	0.0692	0.401	0.343	0.488	0.00489	0.444
207	TPRX1	tetra-peptide repeat homeobox 1	427685	6	5	6	1	0	2	1	2	1	0	0.00671	0.350	0.0555	0.942	0.0869	0.00492	0.445
208	MFSD3	major facilitator superfamily domain containing 3	304797	2	2	2	0	0	0	0	1	1	0	0.102	0.401	0.135	0.00640	0.00580	0.00498	0.447
209	GOLGA6B	golgi autoantigen, golgin subfamily a, 6B	608556	3	3	1	0	0	0	0	3	0	0	0.166	0.626	0.000107	0.517	0.00358	0.00500	0.447
210	ANXA13	annexin A13	417067	5	5	5	0	0	0	0	2	3	0	0.00718	0.369	0.0460	0.691	0.0863	0.00520	0.463
211	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	983983	7	7	6	1	0	1	0	2	4	0	0.0129	0.374	0.187	0.0531	0.0495	0.00534	0.474
212	TRDN	triadin	837648	8	8	8	1	0	1	1	5	1	0	0.00319	0.459	0.111	0.497	0.204	0.00542	0.477
213	REEP5	receptor accessory protein 5	218377	3	3	2	0	0	2	1	0	0	0	0.00540	0.337	0.0606	0.267	0.121	0.00546	0.477
214	AMY2A	amylase, alpha 2A (pancreatic)	571708	2	2	2	0	0	0	0	2	0	0	0.326	0.719	0.0588	0.000437	0.00201	0.00546	0.477
215	PNPLA5	patatin-like phospholipase domain containing 5	462167	4	4	4	0	1	0	1	1	1	0	0.0262	0.225	0.00571	0.901	0.0252	0.00549	0.478
216	IRF2	interferon regulatory factor 2	393603	5	5	5	0	2	1	0	0	2	0	0.000669	0.216	0.887	0.765	1.000	0.00556	0.481
217	OR51L1	olfactory receptor, family 51, subfamily L, member 1	353160	5	5	5	1	0	2	2	1	0	0	0.000856	0.347	0.892	0.362	0.790	0.00561	0.482
218	PDE1C	phosphodiesterase 1C, calmodulin-dependent 70kDa	730332	9	9	9	1	1	2	1	3	2	0	0.000797	0.337	0.569	0.920	0.850	0.00562	0.482
219	BAZ2A	bromodomain adjacent to zinc finger domain, 2A	2143311	13	11	12	1	1	7	1	2	2	0	0.110	0.0696	0.397	0.00108	0.00622	0.00568	0.482
220	COG3	component of oligomeric golgi complex 3	939221	8	6	8	0	0	2	0	5	0	1	0.0301	0.196	0.0176	0.164	0.0229	0.00570	0.482
221	GYPE	glycophorin E	92628	3	3	3	1	0	0	1	1	1	0	0.000692	0.751	0.159	0.463	1.000	0.00573	0.482
222	KRTAP10-7	keratin associated protein 10-7	402658	5	5	5	0	0	1	1	1	2	0	0.00265	0.399	0.116	1.000	0.261	0.00573	0.482
223	QRFPR	pyroglutamylated RFamide peptide receptor	487361	5	5	5	0	1	1	0	2	1	0	0.0117	0.347	0.0239	0.951	0.0598	0.00577	0.482
224	PLA2G2F	phospholipase A2, group IIF	242320	5	5	5	0	0	1	2	1	1	0	0.000877	0.227	0.660	0.726	0.801	0.00580	0.482
225	RAB18	RAB18, member RAS oncogene family	237214	4	4	4	0	0	1	2	0	1	0	0.00110	0.284	0.513	0.815	0.640	0.00581	0.482
226	SLC22A8	solute carrier family 22 (organic anion transporter), member 8	617574	6	6	6	0	1	0	3	1	1	0	0.00217	0.0746	0.825	0.104	0.326	0.00583	0.482
227	CBX4	chromobox homolog 4 (Pc class homolog, Drosophila)	540103	6	6	6	0	0	1	2	0	3	0	0.00385	0.216	0.172	0.284	0.184	0.00585	0.482
228	ARL9	ADP-ribosylation factor-like 9	142608	2	2	2	0	0	1	0	0	1	0	0.0112	0.562	0.732	0.0693	0.0648	0.00599	0.490
229	STK3	serine/threonine kinase 3 (STE20 homolog, yeast)	558103	6	6	5	1	1	1	1	2	1	0	0.00441	0.410	0.144	0.251	0.166	0.00601	0.490
230	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	176512	4	4	4	0	0	0	2	2	0	0	0.000735	0.336	0.797	0.794	1.000	0.00604	0.490
231	KCTD20	potassium channel tetramerisation domain containing 20	473158	6	5	5	0	0	1	0	1	4	0	0.00760	0.397	0.149	0.0332	0.0969	0.00605	0.490
232	AGXT	alanine-glyoxylate aminotransferase	440046	3	3	3	0	1	2	0	0	0	0	0.129	0.465	0.00771	0.105	0.00577	0.00613	0.494
233	SYCP2	synaptonemal complex protein 2	1737244	14	14	14	2	0	2	3	0	9	0	0.00129	0.295	0.402	0.803	0.586	0.00617	0.496
234	SMC2	structural maintenance of chromosomes 2	1354503	3	3	2	1	0	1	0	0	2	0	0.708	0.738	0.000790	0.146	0.00110	0.00636	0.507
235	C6orf62	chromosome 6 open reading frame 62	263955	4	4	4	1	0	0	0	2	2	0	0.00208	0.908	0.852	0.105	0.374	0.00636	0.507
236	FREM2	FRAS1 related extracellular matrix protein 2	3493668	21	20	19	7	0	1	3	9	8	0	0.695	0.868	0.00185	0.0147	0.00114	0.00647	0.513
237	JAM3	junctional adhesion molecule 3	387657	5	5	5	0	1	1	1	1	1	0	0.00146	0.252	0.380	0.770	0.547	0.00650	0.513
238	OR2B11	olfactory receptor, family 2, subfamily B, member 11	353527	5	5	5	1	0	0	0	4	1	0	0.00249	0.750	0.234	0.418	0.324	0.00655	0.513
239	NOP56	NOP56 ribonucleoprotein homolog (yeast)	675262	5	5	5	1	1	1	0	2	1	0	0.0658	0.610	0.00716	0.532	0.0123	0.00655	0.513
240	CPA6	carboxypeptidase A6	504339	5	5	5	0	0	1	1	1	2	0	0.00408	0.280	0.0979	0.775	0.199	0.00659	0.513
241	OR5I1	olfactory receptor, family 5, subfamily I, member 1	350035	4	4	4	0	0	1	1	2	0	0	0.00742	0.273	0.0428	0.734	0.110	0.00661	0.513
242	SLFN11	schlafen family member 11	1009994	6	6	6	1	1	1	0	1	3	0	0.0336	0.578	0.0154	0.220	0.0248	0.00674	0.519
243	ASB10	ankyrin repeat and SOCS box-containing 10	609464	5	5	5	0	1	0	1	3	0	0	0.0248	0.205	0.0126	0.543	0.0336	0.00675	0.519
244	ZFPM2	zinc finger protein, multitype 2	1294212	8	8	7	0	0	0	2	2	4	0	0.0428	0.131	0.00961	0.722	0.0197	0.00680	0.519
245	OR2G2	olfactory receptor, family 2, subfamily G, member 2	355009	5	5	5	0	0	0	1	4	0	0	0.00194	0.250	0.525	0.259	0.434	0.00680	0.519
246	CLCA2	chloride channel, calcium activated, family member 2	1066678	10	9	9	1	0	2	2	5	1	0	0.00827	0.242	0.0629	0.304	0.103	0.00689	0.524
247	DDI1	DDI1, DNA-damage inducible 1, homolog 1 (S. cerevisiae)	436891	4	4	4	1	1	0	1	2	0	0	0.0243	0.589	0.162	0.0279	0.0354	0.00692	0.525
248	KRTAP22-1	keratin associated protein 22-1	55800	2	2	2	0	0	0	0	0	2	0	0.00663	0.872	0.758	0.0303	0.134	0.00715	0.539
249	CDR2L	cerebellar degeneration-related protein 2-like	476754	3	3	2	0	2	0	0	0	1	0	0.0870	0.380	0.00625	0.529	0.0107	0.00743	0.558
250	MOCOS	molybdenum cofactor sulfurase	972046	10	9	10	0	0	2	0	4	4	0	0.00780	0.121	0.359	0.0602	0.122	0.00755	0.565
251	GNAS	GNAS complex locus	1327707	10	10	7	0	6	2	1	1	0	0	0.00219	0.153	0.315	0.624	0.436	0.00758	0.565
252	SLC2A6	solute carrier family 2 (facilitated glucose transporter), member 6	538005	4	4	4	0	0	2	0	2	0	0	0.0475	0.435	0.0127	0.194	0.0202	0.00763	0.565
253	KCTD8	potassium channel tetramerisation domain containing 8	466336	5	5	5	2	0	2	0	2	1	0	0.0814	0.728	0.00408	0.803	0.0118	0.00764	0.565
254	COMMD3	COMM domain containing 3	229656	4	4	4	1	0	1	1	1	1	0	0.000969	0.665	0.608	0.843	1.000	0.00769	0.567
255	PTPN14	protein tyrosine phosphatase, non-receptor type 14	1340800	10	10	10	0	3	1	0	5	1	0	0.00181	0.0570	0.389	0.623	0.540	0.00774	0.568
256	SENP6	SUMO1/sentrin specific peptidase 6	1266505	11	11	11	0	0	3	1	2	3	2	0.00114	0.133	0.753	0.490	0.867	0.00782	0.571
257	VAX1	ventral anterior homeobox 1	277066	3	3	3	0	0	0	1	2	0	0	0.0399	0.372	0.0343	0.0651	0.0250	0.00788	0.573
258	HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	841633	7	7	7	1	0	1	1	4	1	0	0.0162	0.586	0.0490	0.134	0.0617	0.00792	0.574
259	ATAD2	ATPase family, AAA domain containing 2	1568961	12	10	12	1	1	2	3	5	1	0	0.0109	0.167	0.0532	0.885	0.0921	0.00797	0.575
260	TCHH	trichohyalin	2067120	21	17	15	3	2	7	0	10	2	0	0.0752	0.435	0.00595	0.991	0.0138	0.00817	0.586
261	UBE2D3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	206808	4	4	4	0	0	1	0	0	3	0	0.00104	0.544	0.848	0.756	1.000	0.00817	0.586
262	LILRB5	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5	667073	7	7	7	0	1	0	0	5	1	0	0.00270	0.208	0.222	0.941	0.392	0.00832	0.592
263	C19orf33	chromosome 19 open reading frame 33	115539	3	3	3	0	0	1	0	1	1	0	0.00216	0.707	0.306	0.838	0.491	0.00833	0.592
264	NMUR2	neuromedin U receptor 2	467847	6	6	6	1	2	0	0	4	0	0	0.00107	0.417	0.908	0.397	1.000	0.00839	0.592
265	HMGB4	high-mobility group box 4	209833	4	4	4	0	1	1	0	1	1	0	0.00463	0.470	0.160	0.101	0.232	0.00841	0.592
266	DENND4B	DENN/MADD domain containing 4B	1677453	12	12	8	1	0	1	1	8	2	0	0.0126	0.161	0.0409	1.000	0.0856	0.00842	0.592
267	POU3F2	POU class 3 homeobox 2	312103	4	4	3	0	1	0	1	0	2	0	0.00439	0.251	0.145	0.418	0.247	0.00848	0.595
268	SDK1	sidekick homolog 1, cell adhesion molecule (chicken)	2302146	17	17	17	2	3	3	4	5	2	0	0.00109	0.0699	0.949	0.726	1.000	0.00856	0.597
269	UST	uronyl-2-sulfotransferase	454777	3	3	3	0	0	0	0	2	1	0	0.152	0.722	0.00988	0.0876	0.00730	0.00863	0.598
270	PVRIG	poliovirus receptor related immunoglobulin domain containing	332489	3	3	2	0	0	0	0	0	3	0	0.0396	0.463	0.0538	0.0539	0.0280	0.00864	0.598
271	RFWD2	ring finger and WD repeat domain 2	747951	4	4	3	0	0	2	0	2	0	0	0.0931	0.335	0.0102	0.187	0.0120	0.00869	0.598
272	NOL4	nucleolar protein 4	718608	8	8	8	0	1	2	1	1	3	0	0.00111	0.103	0.720	0.641	1.000	0.00869	0.598
273	PTH2R	parathyroid hormone 2 receptor	633251	4	4	3	0	0	0	0	2	2	0	0.100	0.588	0.00679	0.0766	0.0113	0.00878	0.602
274	AP1S2	adaptor-related protein complex 1, sigma 2 subunit	182238	2	2	2	0	0	1	0	0	1	0	0.0957	0.648	0.0787	0.0487	0.0118	0.00881	0.602
275	CEACAM3	carcinoembryonic antigen-related cell adhesion molecule 3	292181	6	6	6	1	0	0	0	5	1	0	0.00114	0.590	0.806	0.422	1.000	0.00889	0.603
276	PSMD12	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	518066	7	7	7	1	0	4	0	2	1	0	0.00514	0.369	0.134	0.488	0.223	0.00890	0.603
277	HOXC8	homeobox C8	253692	3	3	3	1	0	1	0	2	0	0	0.0286	0.825	0.0647	0.107	0.0403	0.00895	0.603
278	WT1	Wilms tumor 1	500204	6	6	6	1	1	1	1	2	1	0	0.00132	0.388	0.883	0.575	0.874	0.00896	0.603
279	KIF19	kinesin family member 19	1015760	11	10	11	0	0	5	1	3	2	0	0.00150	0.114	0.861	0.389	0.778	0.00906	0.607
280	FILIP1	filamin A interacting protein 1	1355364	13	13	12	2	0	2	2	1	8	0	0.00133	0.362	0.768	0.915	0.887	0.00912	0.608
281	CNTLN	centlein, centrosomal protein	1598937	8	8	8	1	1	3	0	4	0	0	0.0566	0.315	0.0144	0.264	0.0209	0.00917	0.608
282	HIPK3	homeodomain interacting protein kinase 3	1377768	7	6	7	1	0	1	2	4	0	0	0.125	0.373	0.00403	0.981	0.00951	0.00917	0.608
283	TNFRSF4	tumor necrosis factor receptor superfamily, member 4	264933	2	2	2	1	0	0	0	2	0	0	0.188	0.901	0.762	0.00517	0.00634	0.00924	0.611
284	INSIG1	insulin induced gene 1	341281	4	4	4	1	0	1	2	0	1	0	0.00920	0.548	0.231	0.0637	0.131	0.00932	0.614
285	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	1836435	11	11	11	0	2	1	3	3	2	0	0.0258	0.0237	0.0765	0.0527	0.0469	0.00935	0.614
286	KIRREL2	kin of IRRE like 2 (Drosophila)	780964	8	8	8	1	0	2	2	2	2	0	0.00252	0.172	0.325	0.678	0.484	0.00939	0.614
287	THRSP	thyroid hormone responsive (SPOT14 homolog, rat)	163311	3	3	3	0	1	1	1	0	0	0	0.00472	0.289	0.118	0.613	0.261	0.00949	0.619
288	PSG9	pregnancy specific beta-1-glycoprotein 9	452946	4	4	4	0	0	1	0	2	1	0	0.0218	0.400	0.203	0.0345	0.0573	0.00960	0.620
289	RCN2	reticulocalbin 2, EF-hand calcium binding domain	302735	6	5	5	0	0	1	2	3	0	0	0.00125	0.248	0.952	0.565	1.000	0.00961	0.620
290	SEC23IP	SEC23 interacting protein	1107804	5	5	5	0	0	1	0	3	1	0	0.271	0.374	0.00180	0.886	0.00462	0.00962	0.620
291	TMPO	thymopoietin	1052166	3	3	2	1	0	0	2	0	1	0	0.442	0.774	0.00217	0.0160	0.00284	0.00964	0.620
292	HIST1H3I	histone cluster 1, H3i	149118	3	3	3	0	1	1	0	1	0	0	0.00615	0.441	0.188	0.589	0.208	0.00982	0.629
293	POU5F2	POU domain class 5, transcription factor 2	363372	3	3	3	0	0	0	0	2	1	0	0.0923	0.639	0.183	0.00777	0.0140	0.00989	0.631
294	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	430954	3	3	3	1	0	0	0	2	1	0	0.0754	0.878	0.00734	0.421	0.0172	0.00992	0.631
295	ELL2	elongation factor, RNA polymerase II, 2	731909	9	6	8	1	0	3	0	3	3	0	0.0288	0.326	0.0850	0.0894	0.0455	0.0100	0.634
296	CTNNA2	catenin (cadherin-associated protein), alpha 2	949377	10	9	10	1	0	1	1	6	2	0	0.00192	0.274	0.544	0.644	0.705	0.0103	0.650
297	HCN1	hyperpolarization activated cyclic nucleotide-gated potassium channel 1	897966	8	7	8	1	0	2	1	3	2	0	0.0173	0.411	0.122	0.0780	0.0818	0.0107	0.673
298	STARD5	StAR-related lipid transfer (START) domain containing 5	247423	3	3	2	0	0	0	0	2	1	0	0.0238	0.683	0.114	0.0576	0.0596	0.0107	0.673
299	KCNA5	potassium voltage-gated channel, shaker-related subfamily, member 5	609829	7	7	7	1	1	0	2	4	0	0	0.00234	0.221	0.514	0.549	0.608	0.0108	0.673
300	MYO3A	myosin IIIA	1847436	20	19	20	4	1	5	2	10	2	0	0.0235	0.410	0.0528	0.101	0.0611	0.0108	0.676
301	ZNF394	zinc finger protein 394	576753	6	6	6	2	0	2	2	2	0	0	0.0682	0.560	0.982	0.00397	0.0212	0.0109	0.677
302	PGBD5	piggyBac transposable element derived 5	516167	6	6	6	2	1	2	0	1	2	0	0.0166	0.723	0.0522	0.630	0.0873	0.0109	0.677
303	UGT2B7	UDP glucuronosyltransferase 2 family, polypeptide B7	600056	5	5	5	1	0	0	0	2	3	0	0.0278	0.892	0.0244	0.923	0.0525	0.0110	0.677
304	PDX1	pancreatic and duodenal homeobox 1	229530	2	2	2	0	0	0	1	1	0	0	0.0593	0.467	0.0374	0.00621	0.0247	0.0110	0.679
305	MMP16	matrix metallopeptidase 16 (membrane-inserted)	750495	6	6	6	1	2	0	1	1	2	0	0.00716	0.625	0.0927	0.277	0.208	0.0112	0.684
306	CAPZA1	capping protein (actin filament) muscle Z-line, alpha 1	331747	4	4	4	0	1	0	0	3	0	0	0.00326	0.459	0.541	0.261	0.457	0.0112	0.684
307	MYOZ2	myozenin 2	301841	3	3	3	1	0	1	0	1	1	0	0.0546	0.726	0.0135	0.720	0.0276	0.0113	0.685
308	GLI2	GLI-Kruppel family member GLI2	1574522	12	12	12	1	4	1	1	5	1	0	0.00151	0.0695	0.945	0.973	1.000	0.0113	0.685
309	GABRA4	gamma-aminobutyric acid (GABA) A receptor, alpha 4	631106	6	6	5	1	0	1	0	1	4	0	0.0100	0.602	0.499	0.0648	0.151	0.0113	0.685
310	FBXL4	F-box and leucine-rich repeat protein 4	702573	7	7	6	0	1	0	1	4	1	0	0.00164	0.218	0.806	0.808	0.921	0.0113	0.685
311	IFNA14	interferon, alpha 14	212693	3	3	3	0	0	0	0	2	1	0	0.00653	0.750	0.104	0.661	0.233	0.0114	0.686
312	SPATA3	spermatogenesis associated 3	219074	5	3	5	0	0	0	1	3	1	0	0.00915	0.340	0.0725	0.979	0.168	0.0115	0.688
313	CCDC141	coiled-coil domain containing 141	990774	9	9	8	0	0	2	3	3	1	0	0.00221	0.0699	0.764	0.278	0.697	0.0115	0.688
314	RGS7	regulator of G-protein signaling 7	565001	7	7	7	0	1	0	0	3	3	0	0.00156	0.247	0.907	0.728	1.000	0.0117	0.695
315	COL6A6	collagen, type VI, alpha 6	2548505	16	15	15	1	0	7	1	7	1	0	0.00707	0.0448	0.264	0.148	0.224	0.0118	0.701
316	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	217563	3	3	3	0	0	0	0	2	1	0	0.0121	0.478	0.152	0.0610	0.131	0.0118	0.701
317	PDZK1	PDZ domain containing 1	592224	4	4	4	0	0	2	1	1	0	0	0.0350	0.242	0.0158	0.603	0.0457	0.0119	0.703
318	RPS6KA6	ribosomal protein S6 kinase, 90kDa, polypeptide 6	863435	8	8	8	0	0	2	2	2	2	0	0.00443	0.123	0.249	0.621	0.373	0.0122	0.719
319	MCM9	minichromosome maintenance complex component 9	444607	5	5	5	1	0	2	0	0	3	0	0.0123	0.587	NaN	NaN	NaN	0.0123	0.719
320	ZBTB9	zinc finger and BTB domain containing 9	519707	5	5	5	1	0	0	3	1	1	0	0.0128	0.490	0.158	0.209	0.130	0.0123	0.719
321	APCS	amyloid P component, serum	252578	3	3	3	0	0	2	0	1	0	0	0.0191	0.401	0.0416	0.361	0.0875	0.0123	0.719
322	CHIC1	cysteine-rich hydrophobic domain 1	250479	3	3	3	0	1	1	0	0	1	0	0.0125	0.356	0.0904	0.976	0.134	0.0124	0.719
323	PLP1	proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated)	320022	4	3	3	0	0	2	0	0	2	0	0.0302	0.322	0.0390	0.382	0.0556	0.0124	0.720
324	TAF1B	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa	671543	6	6	3	0	0	0	0	0	6	0	0.0665	0.567	0.0122	0.998	0.0257	0.0126	0.726
325	KRTAP13-3	keratin associated protein 13-3	193928	2	2	2	0	0	0	1	1	0	0	0.0417	0.494	0.870	0.0274	0.0411	0.0126	0.727
326	HMGB3	high-mobility group box 3	162931	3	3	2	0	0	1	0	2	0	0	0.0122	0.537	0.0360	0.983	0.141	0.0127	0.727
327	MAPT	microtubule-associated protein tau	863333	6	6	6	0	1	1	0	1	3	0	0.0547	0.240	0.0171	0.944	0.0315	0.0127	0.727
328	KRTAP10-12	keratin associated protein 10-12	246837	4	4	4	0	0	1	1	0	2	0	0.00262	0.387	0.516	0.625	0.664	0.0128	0.730
329	RPS6KA5	ribosomal protein S6 kinase, 90kDa, polypeptide 5	908001	5	5	4	0	0	1	0	3	1	0	0.156	0.341	0.0858	0.00456	0.0113	0.0129	0.730
330	OR2T12	olfactory receptor, family 2, subfamily T, member 12	359337	6	6	6	2	0	1	0	5	0	0	0.0149	0.679	0.0601	0.867	0.118	0.0129	0.730
331	WIF1	WNT inhibitory factor 1	432425	6	6	5	0	0	1	0	4	1	0	0.00242	0.325	0.631	0.448	0.731	0.0130	0.730
332	IFITM3	interferon induced transmembrane protein 3 (1-8U)	146658	3	3	3	0	0	0	1	0	2	0	0.00367	0.272	0.352	0.634	0.481	0.0130	0.730
333	OR5D13	olfactory receptor, family 5, subfamily D, member 13	350089	5	5	5	0	0	0	1	2	2	0	0.00416	0.349	0.319	0.296	0.428	0.0131	0.734
334	POM121L12	POM121 transmembrane nucleoporin-like 12	286845	6	6	6	2	1	0	3	2	0	0	0.00289	0.449	0.337	0.561	0.622	0.0131	0.737
335	EVC2	Ellis van Creveld syndrome 2 (limbin)	1432202	14	14	14	2	1	2	2	7	2	0	0.00220	0.170	0.728	0.677	0.830	0.0134	0.744
336	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	1115645	5	5	5	0	0	3	1	1	0	0	0.196	0.142	0.00971	0.158	0.00935	0.0134	0.744
337	SLC6A15	solute carrier family 6, member 15	872711	8	8	8	1	0	3	2	2	1	0	0.00431	0.318	0.743	0.101	0.426	0.0134	0.744
338	CLSTN2	calsyntenin 2	1056188	10	10	9	1	0	1	0	7	2	0	0.00390	0.404	0.250	0.516	0.473	0.0135	0.744
339	HRC	histidine rich calcium binding protein	767784	3	3	2	11	0	1	2	0	0	0	1.000	1.000	0.000117	0.956	0.00185	0.0135	0.744
